loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3461,2,Not Graduate,Yes,4310153,17126316,2,352,7865997,7815343,37123674,1191451,Rejected
3462,5,Not Graduate,No,3169165,2115726,13,559,13368373,3180471,4548424,13695846,Rejected
3463,5,Graduate,No,5627428,32887702,19,313,14841293,13184562,16328913,840704,Rejected
3464,0,Graduate,Yes,1003790,38866509,20,782,22879991,18772720,32812724,8975940,Approved
3465,2,Not Graduate,Yes,633070,25325907,12,476,21080983,8406658,19440130,4906409,Rejected
3466,4,Graduate,Yes,4483994,26615085,19,745,20550960,15907602,29808542,1627330,Approved
3467,3,Graduate,No,7743964,9422054,18,332,4612905,17021658,14730056,5257890,Rejected
3468,1,Graduate,No,3286754,33391956,2,320,19719050,12523316,23620729,587470,Rejected
3469,3,Not Graduate,No,3369941,31042902,18,554,23160868,15357534,38724792,10258694,Approved
3470,5,Not Graduate,Yes,1807400,17476996,14,773,21885433,10922185,23436860,12802368,Approved
3471,1,Graduate,No,2969441,27967834,12,788,16964484,15612574,31209942,4849231,Approved
3472,4,Graduate,Yes,3127992,37753194,5,627,2569415,6522118,27188700,6454022,Approved
3473,4,Graduate,Yes,2741061,23931427,19,668,4357449,10205888,3753800,2063818,Approved
3474,5,Not Graduate,Yes,3568070,8121381,7,713,21625640,1509431,6286814,7087481,Approved
3475,1,Graduate,No,2977117,13253675,9,704,25265480,3809147,23840462,13919071,Approved
3476,1,Graduate,No,6872024,7557336,7,745,24017976,11234775,13646359,7912448,Approved
3477,3,Graduate,No,3512545,13295800,20,318,12417006,14053783,18997675,12869503,Rejected
3478,3,Not Graduate,No,7596618,35201122,11,557,17089778,577672,18949172,11467688,Rejected
3479,2,Graduate,Yes,6127281,7737860,4,804,5139622,1337074,31099399,1826118,Approved
3480,4,Not Graduate,No,6476745,35255309,2,564,17221503,123544,38840276,777484,Rejected
3481,4,Not Graduate,Yes,5918940,11477207,20,387,5686034,10040953,39094787,5332846,Rejected
3482,1,Not Graduate,No,9244078,19861564,6,699,23136475,6503598,3124822,13818400,Approved
3483,4,Graduate,Yes,2705975,21012216,16,481,22858236,1027794,29176824,2470844,Rejected
3484,1,Graduate,No,9827376,5230825,2,607,1488943,15396113,28431416,653766,Approved
3485,2,Graduate,No,2222958,7512966,19,610,27229340,10251322,33905209,14098937,Approved
3486,0,Graduate,No,1554648,12264485,14,718,23166925,194559,16728877,2909404,Approved
3487,2,Not Graduate,No,8298311,2651044,6,858,11007072,13306890,19703311,5232870,Approved
3488,5,Graduate,Yes,8980401,29862772,18,716,13129629,17681865,17705135,11468915,Approved
3489,2,Graduate,Yes,1108688,21712577,7,899,2293896,8132445,14645041,1442326,Approved
3490,4,Not Graduate,No,6077896,33462883,20,311,27247118,18423171,9675975,2514317,Rejected
3491,0,Graduate,No,5225664,34134283,13,770,2933951,8087921,25216563,10684606,Approved
3492,3,Graduate,Yes,2357094,13928066,10,550,26842584,1502324,656030,97398,Rejected
3493,2,Not Graduate,No,5301497,32331008,3,738,19045324,2382200,29377201,10462247,Approved
3494,4,Not Graduate,Yes,6920694,2700360,6,351,26734567,1299083,32989134,7973512,Rejected
3495,5,Not Graduate,No,5826541,17144185,3,617,10788874,5855882,8919330,3543206,Rejected
3496,3,Graduate,Yes,5293625,26396486,18,317,26064715,7466005,8373953,9019326,Rejected
3497,0,Not Graduate,Yes,8879372,18576124,3,700,12400426,8618910,19732789,4725489,Approved
3498,2,Not Graduate,No,2410197,29288284,4,430,10187622,9324391,33176306,13949434,Rejected
3499,0,Graduate,No,6314357,33957127,4,386,9808078,16753105,4460606,6100777,Rejected
3500,2,Graduate,No,3302379,16921375,20,347,27702507,225179,16930730,11001020,Rejected
3501,0,Not Graduate,No,9741611,11058772,20,461,13547172,17420810,8481030,3935190,Rejected
3502,3,Graduate,No,2665159,23157426,15,876,13926415,4635110,34568868,12250776,Approved
3503,1,Graduate,Yes,8739261,34344532,3,891,18727289,18499453,3301018,4246649,Approved
3504,1,Not Graduate,No,6394852,39004963,11,348,16174921,2621748,5673493,7466877,Rejected
3505,0,Not Graduate,No,2304454,32269312,20,888,15747149,1945115,6165136,11783378,Approved
3506,5,Graduate,No,7635172,9903945,3,653,11030680,2357113,31804851,13613859,Approved
3507,5,Not Graduate,No,2563596,8347170,17,494,4779425,5746489,35304363,11052203,Rejected
3508,4,Not Graduate,Yes,2770707,22760726,2,866,28941847,18265772,14605753,9812120,Approved
3509,0,Not Graduate,No,3578786,16065635,17,444,14296499,8980510,6176034,10181649,Rejected
3510,2,Graduate,No,6880987,24249648,12,409,28292539,3205693,26010037,5971470,Rejected
3511,5,Graduate,Yes,4036841,36494555,18,437,13403840,12449830,34906516,10095571,Rejected
3512,3,Not Graduate,No,5777549,21825002,9,387,17443346,9855603,35684793,8447757,Rejected
3513,0,Graduate,Yes,5619352,14237177,16,591,15880953,13634290,17444511,7671664,Approved
3514,0,Not Graduate,No,2126966,34369879,18,384,28103440,14385945,30611228,4605128,Rejected
3515,1,Not Graduate,No,2478624,17515327,8,434,3220497,15248715,37474820,5158542,Rejected
3516,5,Graduate,Yes,3206842,24016295,14,523,15059706,2934772,32376891,1816210,Approved
3517,1,Not Graduate,No,2378982,5603707,10,689,4467639,9619951,18607059,10592010,Approved
3518,5,Not Graduate,Yes,9203616,20209289,10,815,25259715,12234765,10237043,326391,Approved
3519,4,Not Graduate,No,3937621,17011240,17,344,15430105,10797734,14580155,1710605,Rejected
3520,5,Not Graduate,No,4167780,5122189,6,679,26860581,18867861,14177644,4306223,Approved
3521,4,Not Graduate,Yes,6785827,8595069,4,362,8015159,18635071,38713728,2073736,Rejected
3522,1,Not Graduate,Yes,7923168,27865801,11,895,4740037,15750503,28725447,11020248,Approved
3523,4,Not Graduate,Yes,6943631,7379047,17,466,18304822,4656548,33653264,1856098,Rejected
3524,1,Not Graduate,Yes,5601540,5478608,5,814,4242021,10260640,30467595,6710188,Approved
3525,1,Graduate,Yes,9765945,2555889,8,767,10847065,15592939,18675408,10770955,Approved
3526,1,Graduate,Yes,9018440,1341539,14,494,9133297,5204457,30970048,8659190,Rejected
3527,0,Graduate,Yes,2183671,17329015,11,494,6423381,13809269,25087780,8695650,Rejected
3528,0,Not Graduate,Yes,1768293,19450422,13,490,3803890,4834396,29012232,5059057,Rejected
3529,1,Graduate,Yes,4050020,24773747,12,582,19101088,2717742,11793420,6617357,Rejected
3530,0,Not Graduate,Yes,8386649,22739855,17,565,22062799,4654842,9079606,11273628,Rejected
3531,2,Graduate,No,9653840,21342238,18,694,11462713,17973938,7065063,7000600,Approved
3532,0,Graduate,No,6962086,39462920,10,579,8178030,19310105,11332196,10287663,Rejected
3533,0,Graduate,Yes,2490226,10098810,10,773,4586522,16593909,38357514,12165122,Approved
3534,5,Not Graduate,No,6004330,28223211,7,580,19701801,5262659,36928007,3600692,Approved
3535,0,Not Graduate,Yes,2006337,3420797,10,484,23536341,15122390,5733261,1788692,Rejected
3536,0,Not Graduate,No,5488531,33564741,17,496,15947491,4234138,21711326,6810866,Rejected
3537,0,Not Graduate,Yes,2098750,14516508,11,739,12564178,2459407,36863469,5633690,Approved
3538,0,Graduate,Yes,940001,13878411,15,384,18867390,5019635,29574455,2202126,Rejected
3539,3,Not Graduate,No,9679456,5599113,9,471,26628546,2709608,23998690,11174443,Rejected
3540,4,Graduate,Yes,8955064,20249456,15,487,28799909,12425708,23488470,9172390,Rejected
3541,4,Graduate,No,6916159,15964292,15,687,5627967,13254050,12782408,9670238,Approved
3542,3,Not Graduate,Yes,6329951,38491345,12,377,13872843,691663,36240473,10424044,Rejected
3543,0,Not Graduate,Yes,2551976,7278181,19,570,25501791,2081038,3257605,6396656,Rejected
3544,4,Graduate,Yes,5802341,16661631,18,705,18415077,9294068,34056247,7501111,Approved
3545,0,Not Graduate,No,7531243,35587308,5,856,23742980,2198322,34152155,3297815,Approved
3546,3,Graduate,Yes,5487103,31945785,6,563,28978971,16067304,10245891,10750962,Rejected
3547,2,Not Graduate,No,2962999,30268555,20,890,3023950,7765421,20069296,13912685,Approved
3548,5,Not Graduate,No,4040759,20918773,9,665,17819864,8008734,34680611,12845798,Rejected
3549,1,Not Graduate,No,8441493,34530735,7,765,15471926,104331,18590809,5996414,Approved
3550,3,Not Graduate,No,2695714,9079304,17,445,8285670,13608943,11761542,733859,Rejected
3551,2,Not Graduate,No,9621737,32037530,13,850,19022171,13996778,2744333,12904174,Approved
3552,3,Graduate,No,7602156,23052411,4,455,3022446,14673686,17286433,8451032,Rejected
3553,5,Not Graduate,Yes,8924332,14018250,3,382,14418531,10480015,10887800,11434108,Rejected
3554,4,Graduate,Yes,5193762,8848031,17,347,12067438,5229266,33368356,4425252,Rejected
3555,2,Graduate,No,2392629,20747949,16,693,11356655,1516578,33758881,12664491,Approved
3556,2,Not Graduate,Yes,532607,28317005,8,677,17872463,6121785,12701547,12321843,Rejected
3557,4,Not Graduate,No,5442224,9547124,18,419,27465805,10545505,8251534,248753,Rejected
3558,2,Graduate,Yes,4111126,15557428,4,828,27570392,2262258,11398259,8302712,Approved
3559,1,Graduate,Yes,1314077,7871238,18,466,20393887,1049304,15753457,7017653,Rejected
3560,2,Not Graduate,Yes,9300316,18543243,3,666,9632471,4208985,26211348,9670941,Approved
3561,0,Graduate,Yes,9708604,14840110,14,614,28106813,1371504,5969000,3813677,Rejected
3562,1,Graduate,No,3864167,7659821,18,655,29052619,275718,39187313,1440286,Approved
3563,2,Graduate,No,6746870,35132999,13,745,24625302,9418044,27450214,4028113,Approved
3564,4,Graduate,Yes,4249683,30068244,16,857,25408438,14455159,5137433,7723371,Approved
3565,4,Not Graduate,Yes,5068734,15503840,8,733,23778523,9696571,12337839,3966652,Approved
3566,1,Not Graduate,No,6314819,2559386,7,845,22119476,1770360,27481577,6822248,Approved
3567,2,Not Graduate,Yes,4281022,33431355,7,822,21115899,6576498,19753149,5722910,Approved
3568,0,Graduate,No,8056413,27619720,4,515,18577035,689569,20656651,10203146,Rejected
3569,4,Not Graduate,No,2055589,22080030,7,636,18800905,12062366,1625958,6037357,Approved
3570,1,Not Graduate,Yes,6750919,24001824,6,419,11342209,4522669,16096205,2123355,Rejected
3571,4,Graduate,Yes,9834664,598496,16,856,25807686,7514753,24089176,9320391,Approved
3572,5,Graduate,Yes,8530537,18874936,6,881,18468367,17498900,29394462,3126193,Approved
3573,4,Graduate,Yes,648062,7698479,5,833,17850224,11387035,17520622,4415358,Approved
3574,1,Not Graduate,Yes,1316911,25831980,15,746,21587379,14837829,21749584,10388460,Approved
3575,5,Not Graduate,No,6361589,36806100,12,810,2190892,6785827,8702806,4009824,Approved
3576,4,Graduate,Yes,9261007,21108025,6,777,26740132,18055349,27357807,908825,Approved
3577,3,Graduate,No,8471449,23983599,15,437,16952598,13870359,29159074,5300940,Rejected
3578,5,Graduate,No,9058435,26464191,6,458,27482037,10003760,26184719,5703499,Rejected
3579,5,Not Graduate,Yes,1667298,36738237,16,619,2992502,11238150,38616664,10091763,Rejected
3580,0,Graduate,No,5287656,1796902,2,552,6798492,12090306,34489651,10423437,Approved
3581,5,Graduate,Yes,7313664,12456705,13,742,27624661,3104844,31785941,2516,Approved
3582,4,Graduate,No,6322474,10819758,13,742,20161363,4882344,13141752,11126370,Approved
3583,1,Not Graduate,No,7814863,28389245,9,886,18818067,13313615,2618552,10979840,Approved
3584,1,Graduate,No,2285568,17857751,15,773,11765555,8551396,28905,2549920,Approved
3585,4,Not Graduate,No,4679129,30563387,9,307,16169306,15208356,30559508,4982840,Rejected
3586,1,Not Graduate,Yes,4589885,18818456,14,504,15896956,10201620,35242190,11272528,Rejected
3587,2,Not Graduate,Yes,9410810,38547425,6,496,5756594,1277956,25468366,8470724,Rejected
3588,4,Graduate,Yes,2186493,30365648,12,680,16487569,12897306,28267736,4991664,Approved
3589,3,Graduate,No,3398436,1012518,16,505,15008821,11833235,3519781,11194377,Rejected
3590,5,Graduate,Yes,415371,39047602,20,888,9110502,7074714,22166945,9284703,Approved
3591,0,Not Graduate,No,1687159,37627699,8,473,9967652,15334335,23735177,7509276,Rejected
3592,1,Not Graduate,Yes,9812851,2001782,10,562,22345150,6804225,6139868,89700,Approved
3593,5,Not Graduate,No,8507276,15650336,11,791,19653737,2224266,29431501,9513123,Approved
3594,3,Not Graduate,No,2739636,38346212,18,520,13674768,2351740,13143334,2645605,Rejected
3595,1,Not Graduate,Yes,7080274,33149303,20,327,17588325,17492056,7730024,13523128,Rejected
3596,1,Graduate,Yes,6012462,18656507,14,499,7020250,7295981,27282301,2777800,Rejected
3597,2,Not Graduate,No,9084471,21652746,17,516,14529836,8047096,17048536,439034,Rejected
3598,3,Not Graduate,Yes,3142454,1462256,3,667,16347684,5926419,21011745,5530587,Approved
3599,1,Graduate,Yes,9944636,22434262,16,727,7354763,14314092,21265462,5138073,Approved
3600,3,Not Graduate,Yes,3832092,26420857,17,629,4931887,11746948,24406807,5178343,Rejected
3601,2,Graduate,No,7225213,14387613,15,544,15299125,17441567,16195586,13624756,Rejected
3602,3,Graduate,Yes,4098063,12325115,13,602,27376956,17352997,31934180,4035497,Approved
3603,0,Graduate,Yes,6781027,32776126,19,386,13435379,19198960,34339388,12310218,Rejected
3604,3,Graduate,No,3483458,17888018,14,408,26231677,6384453,18963874,2391915,Rejected
3605,5,Graduate,Yes,8464291,10649332,18,667,24771837,11328146,6621005,9067371,Approved
3606,0,Graduate,Yes,6446518,14993002,5,820,21672222,6721901,10932923,1923205,Approved
3607,1,Not Graduate,Yes,3029979,19595862,14,614,26025216,13662914,30244977,3370753,Rejected
3608,4,Graduate,Yes,9617176,10472381,10,336,11968309,14514625,10060009,2176595,Rejected
3609,3,Graduate,Yes,7149937,22258840,18,890,22094150,4882973,30501174,4858835,Approved
3610,4,Not Graduate,Yes,4400619,34059963,18,494,4211771,16677796,25955523,6759474,Rejected
3611,3,Graduate,Yes,1531675,29406827,18,749,9301522,5626899,17562774,12611958,Approved
3612,4,Graduate,No,9738602,9368488,6,839,16488688,19076165,4957253,11117880,Approved
3613,3,Graduate,Yes,7598936,18788105,11,892,1108404,16504926,21147537,10264590,Approved
3614,0,Not Graduate,No,6744413,21613136,2,369,22268707,352564,27157317,7186763,Rejected
3615,4,Graduate,No,8364498,26967090,20,411,26927276,7725931,6019648,4199058,Rejected
3616,2,Not Graduate,No,6149935,29951961,6,687,3064420,7534510,32338842,4360417,Approved
3617,0,Graduate,No,2473650,19323529,13,757,28867556,15955218,7650176,1944008,Approved
3618,2,Graduate,Yes,2523617,12650092,11,801,2565497,14053989,16173171,9770451,Approved
3619,2,Not Graduate,No,974935,26145369,19,631,3696304,981578,20841260,11477323,Rejected
3620,0,Not Graduate,Yes,816622,5229425,17,395,22186215,16308658,28969636,8053275,Rejected
3621,5,Graduate,Yes,7341040,26726424,16,728,19951426,4234116,8807486,8470502,Approved
3622,1,Graduate,No,8548961,35435220,14,701,27239126,7172591,13165449,5474288,Approved
3623,1,Not Graduate,Yes,1806416,28110109,4,580,12371764,3299825,31613443,14162541,Rejected
3624,2,Graduate,Yes,1414330,17298774,19,683,16660531,3055992,12920153,13047536,Approved
3625,4,Graduate,Yes,4261256,32573352,3,427,4321943,10225108,24155748,5975420,Rejected
3626,4,Not Graduate,Yes,7949202,21162686,10,787,20132449,1643122,15594304,11099206,Approved
3627,4,Graduate,Yes,8157280,21496324,9,327,29044748,1562292,2217884,5130696,Rejected
3628,1,Not Graduate,No,9497777,33703137,9,804,17368744,15243216,20167344,1819608,Approved
3629,5,Not Graduate,No,3243688,7876504,20,803,27156959,6671086,14028765,4274115,Approved
3630,4,Not Graduate,Yes,9497593,30866547,6,713,11452746,12575836,10386062,12267442,Approved
3631,2,Graduate,No,7879449,26941921,13,789,28593918,19133155,33650296,7083638,Approved
3632,3,Graduate,Yes,3518527,21038087,6,848,15617103,986682,30350740,12720971,Approved
3633,0,Graduate,No,3414045,3323028,19,397,4187380,15407812,10875806,4744125,Rejected
3634,4,Graduate,No,1254113,30316668,15,627,10551243,2127518,20535472,6761529,Rejected
3635,5,Not Graduate,No,9224636,8883037,9,687,14315003,14755473,28212941,1075901,Approved
3636,2,Not Graduate,Yes,2192389,35403420,3,866,1950331,5936418,2087967,11479713,Approved
3637,3,Not Graduate,Yes,2826075,31352575,4,743,26067028,2621225,3676965,4588297,Approved
3638,2,Not Graduate,Yes,4246636,14554430,6,657,6959830,4437275,21165874,1339036,Rejected
3639,0,Not Graduate,No,1548030,17354750,9,635,19647110,7072446,36476919,3217623,Approved
3640,3,Graduate,Yes,8098548,1300336,18,386,26771343,14157010,36357283,9782729,Rejected
3641,4,Graduate,Yes,7041348,19823331,4,490,12646912,13203406,17614350,11986159,Rejected
3642,5,Graduate,No,1734938,2571244,12,560,17731579,14135388,27597473,14035898,Rejected
3643,5,Not Graduate,No,1795903,39005960,8,829,15035802,419529,19269372,3463210,Approved
3644,2,Graduate,Yes,415565,25392920,2,817,22236963,18920953,35463133,8679987,Approved
3645,5,Not Graduate,Yes,9503758,9518761,13,686,1123306,8419143,22337341,6745412,Approved
3646,3,Graduate,Yes,4470684,31805761,15,363,10465372,2160175,34939074,10515947,Rejected
3647,3,Not Graduate,Yes,6624440,1066467,20,732,17795149,18014641,14246547,9889252,Approved
3648,3,Not Graduate,No,1669731,21833297,11,575,2658787,15379756,36498162,1032092,Approved
3649,5,Graduate,Yes,2462434,4665806,8,691,25017721,1597392,28431183,2193635,Approved
3650,4,Graduate,No,5506602,2434243,18,560,18392475,8475065,30092770,8673953,Rejected
3651,0,Graduate,Yes,2246425,9884473,6,733,81294,17581431,571675,7809852,Approved
3652,0,Graduate,No,6206727,11838824,14,430,353777,13243252,31610118,13020030,Rejected
3653,2,Graduate,No,9253976,28756065,19,387,4654972,3773719,6358407,12453648,Rejected
3654,3,Not Graduate,Yes,3189976,35220091,2,432,19319672,13587985,36699279,859305,Rejected
3655,4,Graduate,Yes,6157008,30712224,19,854,15073512,3668680,7401779,8585987,Approved
3656,2,Graduate,Yes,9173545,29302794,5,345,14034942,6825359,32378667,5977134,Rejected
3657,3,Not Graduate,Yes,8958613,22467167,11,471,16324061,3791457,24905335,7091080,Rejected
3658,5,Not Graduate,No,275659,14850266,6,505,14395879,13451535,15388691,952605,Rejected
3659,2,Graduate,Yes,1280207,10297819,4,802,9991553,18066367,34911551,12331519,Approved
3660,2,Not Graduate,No,9864739,37374938,15,515,212990,863010,15218259,2428806,Rejected
3661,3,Graduate,Yes,9268844,20752282,11,836,812893,11712652,2494677,13924603,Approved
3662,2,Graduate,Yes,3354719,22422069,11,893,20050871,4819014,2964585,13690371,Approved
3663,5,Graduate,No,5296483,886336,11,691,21638762,14565305,33416377,12068485,Approved
3664,5,Graduate,No,5813429,18252959,16,506,6978824,2702707,15071661,1729220,Rejected
3665,3,Graduate,No,6750535,27026597,20,659,7069120,7108307,32124932,6003618,Approved
3666,2,Not Graduate,Yes,7553719,19708860,11,702,11868741,3994558,785909,350499,Approved
3667,3,Graduate,No,3854179,24380464,4,365,18757199,16941068,3003725,8991888,Rejected
3668,1,Graduate,No,8921344,32040480,8,800,17270129,1601730,38732948,12704035,Approved
3669,2,Graduate,Yes,779575,1154424,11,562,16271170,11289580,5614554,7741632,Approved
3670,1,Graduate,No,517858,35752132,3,808,1068865,2336516,26956004,339414,Approved
3671,0,Graduate,No,9588130,32326856,6,667,12537388,11636797,13721776,4458636,Approved
3672,0,Not Graduate,Yes,1936317,16760363,5,817,21902483,14897509,19602595,2502383,Approved
3673,3,Not Graduate,No,9947064,30226320,20,349,17177424,14595028,4495048,6399205,Rejected
3674,0,Not Graduate,No,3002416,2907969,9,325,23481094,646918,10459136,5465735,Rejected
3675,3,Graduate,Yes,3772559,12382371,18,366,20225627,15008666,29724816,12190221,Rejected
3676,2,Not Graduate,No,474185,4524666,12,825,26182224,5759283,20997016,3250341,Approved
3677,2,Not Graduate,Yes,9449906,25206765,11,897,16652309,13228153,19759517,4417053,Approved
3678,4,Not Graduate,Yes,3721128,33862369,19,900,16566307,18698037,37038325,3492172,Approved
3679,3,Graduate,Yes,1843717,23878524,15,499,16223990,2306852,16101972,13076488,Rejected
3680,4,Not Graduate,Yes,4936738,28193004,6,458,7698523,7036620,31503770,4329579,Rejected
3681,4,Graduate,No,1715907,5912667,7,510,12689862,16814495,28417946,14574010,Rejected
3682,0,Not Graduate,No,7939804,36913498,14,791,4909524,2745395,18061151,9794447,Approved
3683,1,Graduate,No,916496,7875764,2,451,12514004,5061442,11481498,4509479,Rejected
3684,3,Not Graduate,Yes,5092375,20932424,4,628,4357957,10652258,13879449,8732798,Approved
3685,5,Graduate,No,4034440,27081681,3,688,14287110,19326166,34164031,1804249,Approved
3686,0,Not Graduate,Yes,564353,33880575,15,517,27765825,5717329,11989324,13285983,Rejected
3687,0,Graduate,Yes,712562,36895225,10,584,13155467,7478853,25635496,14070462,Approved
3688,5,Not Graduate,Yes,5282894,23769860,2,699,21493875,15438006,4881075,4317313,Approved
3689,5,Graduate,Yes,4067640,22890345,16,775,12775615,2327947,13583008,2514657,Approved
3690,1,Not Graduate,No,1471515,16651613,14,413,26362192,6355739,36632668,6298571,Rejected
3691,2,Not Graduate,No,1556226,22558275,15,608,6121769,6132078,21163009,11340517,Rejected
3692,3,Graduate,Yes,8087292,26753845,5,392,24278109,7781189,32240053,9214269,Rejected
3693,1,Graduate,Yes,7359173,25649923,18,309,21092783,11126564,10170380,574968,Rejected
3694,1,Not Graduate,No,6156328,23519515,5,687,25863447,4299418,29839777,122481,Approved
3695,2,Graduate,Yes,8366954,17570669,12,590,3868916,7594057,38611245,3462806,Approved
3696,3,Graduate,Yes,879205,7973822,12,455,26038235,17786861,36264594,11089769,Rejected
3697,1,Not Graduate,No,6940591,2423544,6,333,26443473,16076424,17075689,3824283,Rejected
3698,2,Graduate,Yes,7574778,16794243,9,868,8611981,18551454,26726556,13147894,Approved
3699,1,Graduate,No,2164842,15842951,2,796,18183024,13234802,35153546,4369354,Approved
3700,4,Graduate,No,5456417,24135824,10,862,17071675,11295507,31896526,13120938,Approved
3701,0,Graduate,Yes,7715113,35589887,14,368,1423009,4140940,38338401,13513765,Rejected
3702,1,Graduate,Yes,6114030,27800421,7,308,15285500,3082052,1226486,10699273,Rejected
3703,1,Graduate,Yes,2645102,31853915,12,430,19176862,10453754,21003064,2577052,Rejected
3704,5,Graduate,Yes,6714553,22961901,20,360,5967737,7854721,31029015,1056852,Rejected
3705,5,Graduate,No,7642989,36655004,6,576,10520065,15278120,28615826,2552492,Rejected
3706,3,Graduate,Yes,295156,37130110,7,687,17035173,187286,6019938,9302916,Rejected
3707,0,Graduate,Yes,5760496,6290998,4,417,27056156,17289934,22432074,10167621,Rejected
3708,4,Graduate,No,5145210,25360035,12,538,1763047,3307891,6481242,14486291,Rejected
3709,2,Not Graduate,Yes,3793783,20133544,5,624,27239796,7661920,3589451,13999061,Approved
3710,5,Graduate,Yes,633526,38403120,18,490,23750714,6910724,4372506,4525648,Rejected
3711,2,Not Graduate,No,1018225,23221344,7,576,24616515,17934615,37334787,5722480,Rejected
3712,5,Not Graduate,Yes,7551639,925103,14,654,1386164,13976193,10665051,11352701,Approved
3713,4,Not Graduate,Yes,8309594,8529080,5,872,16524403,697807,17900148,11364991,Approved
3714,1,Not Graduate,Yes,4308713,5377242,8,486,10728194,16548762,10049955,4611136,Rejected
3715,4,Graduate,No,9408599,8178033,5,353,26748070,13127809,35047274,456227,Rejected
3716,1,Not Graduate,Yes,9291081,4055622,12,821,21560568,1321472,34844468,1418553,Approved
3717,2,Graduate,No,6725994,30955691,2,646,18909418,15170504,25699729,12113736,Approved
3718,1,Not Graduate,Yes,5893045,19669990,3,583,808676,657970,32482722,5123475,Rejected
3719,4,Graduate,No,9652508,26636595,11,732,25466255,8247742,4123482,10633934,Approved
3720,1,Graduate,No,6176025,39496444,12,889,14251082,3144682,39198148,11773715,Approved
3721,3,Graduate,Yes,9354292,25669752,8,376,4657548,212904,16348476,13180250,Rejected
3722,3,Graduate,Yes,9794027,19085560,10,817,25434858,10854747,15699389,7234177,Approved
3723,4,Graduate,Yes,2107162,10765908,9,682,26311647,13328482,7677247,9370577,Approved
3724,5,Not Graduate,Yes,6674651,29876509,16,651,14451274,9305865,34380821,2875163,Approved
3725,0,Graduate,Yes,7365881,20165361,10,819,19252289,6645746,6658506,13837648,Approved
3726,5,Not Graduate,No,8236815,29970660,18,482,17763605,9961463,33629868,12983099,Rejected
3727,0,Graduate,Yes,3623187,1204342,6,773,8825271,2945171,28031478,5730903,Approved
3728,3,Not Graduate,No,8643718,6694846,5,642,21777672,969582,30262888,5398597,Approved
3729,2,Graduate,Yes,4977670,5393885,9,862,29036373,3047910,1176783,10768212,Approved
3730,3,Graduate,Yes,3990959,27010212,3,581,27185043,1052300,28948263,6087633,Rejected
3731,4,Graduate,Yes,1738261,20615434,14,733,19988323,14921782,37872710,10665793,Approved
3732,5,Not Graduate,Yes,3347785,12439153,9,598,10483818,11808854,15458341,1327709,Approved
3733,2,Not Graduate,No,9752839,24086931,8,536,26434907,3635354,17636996,3948535,Rejected
3734,5,Graduate,Yes,7218749,38154255,12,525,26987690,11055348,4392444,11471502,Rejected
3735,1,Graduate,Yes,7316147,39320511,3,853,162538,9391506,19198501,13532519,Approved
3736,1,Not Graduate,No,8977370,18782201,9,803,9847651,2159241,26401028,382433,Approved
3737,2,Not Graduate,No,2815701,26583770,20,435,16073047,18825553,11737612,11453898,Rejected
3738,3,Graduate,Yes,6683179,3575715,13,820,16815094,18193955,29060275,1018293,Approved
3739,4,Graduate,No,3840422,37361347,12,650,20734699,14721082,3356150,12735371,Approved
3740,4,Graduate,Yes,8510307,999420,11,362,14947044,15688638,26425112,3723896,Rejected
3741,1,Not Graduate,Yes,4340333,13715903,10,760,399743,10615556,23059112,5330087,Approved
3742,1,Not Graduate,Yes,8577819,28730109,19,397,4823071,15593830,9004002,10540682,Rejected
3743,5,Graduate,No,7525831,38313694,19,824,22190473,10248541,13514376,12366445,Approved
3744,2,Graduate,Yes,7765142,7023064,9,573,20176027,3221800,9405484,6093735,Approved
3745,1,Graduate,No,9271834,26211710,19,850,18957142,3246152,24463646,4630153,Approved
3746,5,Not Graduate,Yes,7948137,7662245,3,590,12830775,16567677,24962171,14405822,Rejected
3747,2,Graduate,No,3350113,2270702,8,351,7995505,8660617,21786176,14176695,Rejected
3748,5,Graduate,Yes,5310850,16913243,7,760,8964410,14150934,7605436,7703111,Approved
3749,5,Graduate,Yes,4830501,22903632,15,736,20048297,2811053,8502905,352022,Approved
3750,5,Graduate,No,832882,10651175,13,481,14674967,8688013,31786731,14244400,Rejected
3751,3,Not Graduate,Yes,6013434,38444262,10,422,3809220,1621493,18096833,9102056,Rejected
3752,4,Graduate,No,4486796,24469822,6,819,11624743,4282505,17075905,8127025,Approved
3753,5,Graduate,No,4054771,17481734,11,768,23979482,2117262,12076069,1649920,Approved
3754,1,Not Graduate,No,1274264,19339146,7,479,17432067,4037531,36456967,14601452,Rejected
3755,0,Graduate,Yes,5140977,18497924,11,721,25207150,11768256,9397183,10565377,Approved
3756,1,Graduate,No,5874582,4668863,8,444,14800788,105237,30138085,3200343,Rejected
3757,3,Not Graduate,No,1235934,24070543,18,408,14127378,3754927,30172410,5346218,Rejected
3758,3,Not Graduate,Yes,6422386,31061842,16,699,27626982,13405072,9541876,5052529,Approved
3759,0,Graduate,No,1843209,16811870,5,800,14766567,2897302,466738,12798416,Approved
3760,3,Graduate,No,1621063,16993667,19,852,3933222,10778174,9796213,6991348,Approved
3761,1,Not Graduate,No,4130792,35989961,14,577,11699781,16822340,10540208,12828726,Approved
